idx,gt
0.53415669435903380.24688052354148970.19584771469156326_1_1_1_1_1267_1078,1
0.5342921191993110.1748799686917920.18838057851909307_0_0_0_0_0_1164,0
0.5342921191993110.1748799686917920.18838057851909307_0_0_0_0_1709_1653,0
0.5342921191993110.1748799686917920.18838057851909307_4_4_4_4_1457_728,4
0.5342921191993110.1748799686917920.18838057851909307_4_4_4_4_287_1528,4
0.5342921191993110.1748799686917920.18838057851909307_4_4_4_4_42_163,4
0.5342921191993110.1748799686917920.18838057851909307_4_4_4_4_562_333,4
0.5342921191993110.1748799686917920.18838057851909307_4_4_4_4_812_18,4
0.5342921191993110.1748799686917920.18838057851909307_7_7_7_7_322_883,7
0.53448674352859330.0180979501365021720.9751134636887583_6_6_6_6_940_779,6
0.53632514477993760.80326027381228140.2813137085287637_1_1_1_1_120_705,1
0.53637041906941470.95867276349340760.0053810348270535435_3_3_3_3_622_743,3
0.53658126622650130.5235450974667910.8508672683885057_2_2_2_2_1197_873,2
0.53768615820334960.68953398676713450.6691398585449851_7_7_7_7_1907_1363,7
0.53768615820334960.68953398676713450.6691398585449851_7_7_7_7_2107_1198,7
0.53768615820334960.68953398676713450.6691398585449851_7_7_7_7_916_723,7
0.53831673074270430.51928523816669230.9500189563132893_0_0_0_0_1120_176,0
0.53831673074270430.51928523816669230.9500189563132893_0_0_0_0_467_593,0
0.53831673074270430.51928523816669230.9500189563132893_1_1_1_1_1191_635,1
0.53845812316117920.81832164671269820.6277992673666265_4_4_4_4_1012_493,4
0.53954295996445860.99504633531912840.3037740692234324_5_5_5_5_2152_663,5
0.53954295996445860.99504633531912840.3037740692234324_7_7_7_7_1352_833,7
0.54279979570660290.37981201236731730.732869367584858_3_3_3_3_752_968,3
0.54315005554628360.5883125774946780.27368869185214095_2_3_8_3_317_748,2
0.54459721035136870.274074376975459440.832581273440264_2_2_2_2_521_758,2
0.54517317058652270.19526629378796590.1093198014695913_1_1_1_1_211_746,1
0.5454465838918530.41765821529671710.6794469157177914_6_6_6_6_1187_1098,6
0.54562250623814620.423031145790802370.7273253208544915_6_6_6_6_1081_635,6
0.54562250623814620.423031145790802370.7273253208544915_6_6_6_6_1518_144,6
0.54593923281810630.106173793494325650.3072593850997234_0_0_0_0_490_366,0
0.54594570524736760.84501006576782260.5359035071545889_0_0_0_0_777_308,0
0.54655653512632230.55183954416342480.9076146239289165_2_2_2_2_1267_848,2
0.54836321784048330.73913142847435510.20353472588975285_5_5_5_5_1006_1158,5
0.54836321784048330.73913142847435510.20353472588975285_5_5_5_5_1087_653,5
0.54908984838017680.79549699366130090.6662147048368913_3_3_3_3_597_1028,3
0.55351675580997440.75324751412760920.20726041405652984_0_0_0_0_166_408,0
0.55392104548201980.426846816287951960.8316564389090959_0_0_0_0_673_482,0
0.55419409782256420.57560854199647220.04786820917013057_3_3_3_3_1162_723,3
0.55419409782256420.57560854199647220.04786820917013057_3_3_3_3_822_858,3
0.5542626673141810.87954986328766750.6046405211012547_0_0_0_0_1322_633,0
0.55567565145823230.59816338636077850.3884936718145888_2_2_2_2_1447_648,2
0.55579163067149420.107586773202847040.8370687696095059_0_0_0_0_76_7,0
0.55592693798219410.0424207763441539760.8267773185120976_8_8_2_1_1232_193,1
0.55612455366724420.178007219419418770.4454540500775732_4_4_4_4_817_378,4
0.55622191168836890.88674569121830480.8615971119777686_1_1_1_1_897_1038,1
0.55627195276252370.8337613132031070.5531303763485721_6_6_6_6_1382_543,6
0.55708624881317040.93140660968584770.6224753134595089_5_5_5_5_1005_14,5
0.55804567469998060.0129848956216959130.3136001122238382_0_0_0_0_401_888,5
0.55805467537942910.25066475683133840.5764797954121362_5_5_5_5_722_683,5
0.55806252944180830.84294285543983680.5523080700773123_0_0_0_0_527_268,0
0.55812351315122130.080442621504692390.030150930257876185_2_7_7_7_432_488,7
0.55913097927527740.89526435729264920.11533122743951618_2_2_2_2_1877_353,2
0.55996703273279180.93325592670723860.4858231136544233_3_3_3_3_2707_548,3
0.56112592616370460.493444761394176150.18977966665871715_0_0_0_0_392_118,2
0.56176300573168870.48780998648967290.2093468778912544_1_1_1_1_1424_179,1
0.56272650628219740.29554400868652540.17169270088427369_3_3_3_3_2102_148,3
0.56308479730098760.255117478315574630.8126934007744288_1_1_1_1_1222_5,1
0.56313945927621660.000103959852111978890.32598898153324074_0_0_0_0_755_458,0
0.56313945927621660.000103959852111978890.32598898153324074_2_2_0_2_396_823,0
0.563481296108780.412159703618550030.9906751609819331_0_0_0_0_144_1122,4
0.56450826079178930.29991834090075510.9706312161422521_0_0_0_0_2827_920,0
0.56450826079178930.29991834090075510.9706312161422521_0_0_0_0_778_123,0
0.56450826079178930.29991834090075510.9706312161422521_7_7_7_7_1_192,7
0.56745903292300570.66950160626168650.5501318641367829_2_2_2_2_1006_740,2
0.56846169956154510.63569577437217270.6414430910567038_0_0_0_0_79_779,0
0.56846169956154510.63569577437217270.6414430910567038_8_5_8_5_96_78,5
0.569169989061230.79085682665347020.10506324045686233_5_5_5_5_1717_478,5
0.57007406543935140.81608089461830210.320995655838332_0_0_0_0_1077_751,0
0.57119712640671450.332072785966701760.39759570659010957_0_0_0_0_877_449,0
0.57183192344784880.37495516525208950.1533605474569376_3_3_3_3_736_408,3
0.57324651792226590.30837190618743870.5355509950976918_0_0_0_0_577_658,0
0.57324651792226590.30837190618743870.5355509950976918_5_5_5_5_1637_943,4
0.57360357941959890.0212119524242642130.615102180419615_0_0_0_0_306_16,0
0.5745760213510740.70928933147145820.7094018038756312_7_7_7_7_717_663,7
0.57472434990773750.81290318855715690.01904612440062281_0_0_0_0_1157_135,0
0.57528897475126620.49515225837751720.20944450170106776_4_4_4_4_692_946,4
0.57558597228031470.41011699840346680.06942858743473779_0_0_0_0_409_333,0
0.57747517314138170.95019340168043150.12249313007155971_6_6_6_6_1562_353,6
0.5778240036575290.62786442449916380.45041939217555915_0_0_0_0_1332_708,0
0.5780637930333710.76622556469929230.7892828174305551_1_1_1_1_1392_759,1
0.5780637930333710.76622556469929230.7892828174305551_1_1_1_1_2557_1390,1
0.5780637930333710.76622556469929230.7892828174305551_1_1_1_1_311_1370,1
0.5780637930333710.76622556469929230.7892828174305551_4_1_4_8_1331_5,1
0.5780637930333710.76622556469929230.7892828174305551_7_4_4_1_972_631,1
0.57848559368143450.205827554591141330.31482653681191297_3_3_3_3_902_398,3
0.57873914323741130.81998374699473210.9553054931753439_6_6_6_6_281_257,6
0.58182636738945680.245450574449141650.4491932893266394_0_0_0_4_1092_613,0
0.58338492048237630.8085755055351820.17696764480336302_6_6_6_6_1512_233,6
0.58403507330502550.483837709635504540.975788757162209_1_1_1_1_816_640,1
0.58529417391407170.91119391729295940.880490149320282_1_1_1_1_907_503,1
0.58690158956251980.480923100033757270.10115268228654328_0_0_0_0_2044_701,0
0.58988272420032550.88005501157009920.8164317621500125_0_0_0_0_2642_3,8
0.58988272420032550.88005501157009920.8164317621500125_0_0_0_0_864_3,0
0.58988272420032550.88005501157009920.8164317621500125_7_7_7_7_1244_805,7
0.59047921898712230.78580220167763050.5566455518874187_2_2_2_8_1197_193,2
0.59112720681964470.311048597735238960.205033551471965_1_1_1_1_1529_733,1
0.59129746059232670.130815630682719290.9224789304875625_2_2_2_2_886_148,1
0.59136983489448170.48200573330950170.04169774522486436_0_0_0_0_522_208,5
0.59208932016711810.204231974344092460.821303681779525_0_0_0_0_520_1,0
0.59208932016711810.204231974344092460.821303681779525_7_7_7_7_1712_438,5
0.59268395031629520.54558583734184910.8075587359911712_2_2_2_2_542_323,2
0.59561592233579870.89550294254807170.4904163342076969_0_0_0_0_422_458,0
0.59595077262457960.0253823691522746530.15779253046468134_1_1_1_1_2059_496,1
0.59595077262457960.0253823691522746530.15779253046468134_1_1_1_1_216_59,1
0.59631714973371390.67960278310378540.8799658288114198_5_5_5_5_1047_328,5
0.59682257034479440.69402763007951150.5909128132816607_7_7_7_7_1517_548,7
0.59687839719043390.53221878577724770.9862437364500906_0_0_0_0_766_405,0
0.59814750279366580.057574333760253670.925692499879458_7_7_7_7_1087_413,7
0.59915964619222370.7481826114788750.47325341736330706_5_5_5_5_787_278,5
0.60082080350914090.91384642938457320.8240027383234324_0_0_0_0_342_338,0
0.60083445261716120.65825339220206690.6377819032016491_0_0_0_0_314_801,0
0.60164727945451810.50285244628859760.9930000315764509_2_2_2_2_1042_283,2
0.60408492170890440.94915661647088730.14426245282710803_1_1_1_1_585_1003,1
0.60408492170890440.94915661647088730.14426245282710803_3_3_3_3_1467_708,3
0.60408492170890440.94915661647088730.14426245282710803_3_3_3_3_15_883,3
0.60408492170890440.94915661647088730.14426245282710803_3_3_3_3_2542_649,3
0.6072479907362810.63037174688038640.643188716901013_0_0_0_0_1012_1208,0
0.60765428932735640.93618030820017870.12468593794841953_1_1_1_1_437_728,1
0.60819995374036220.489949758160709740.5970990764907964_0_0_0_0_1522_743,0
0.61046403317024460.415252692024415950.43547982566397114_2_2_2_2_1057_698,2
0.61049374744424480.71437573497254870.5862000231571475_6_6_3_6_232_483,6
0.61110778807204080.5231053158007140.12653326897426542_1_1_1_1_55_601,1
0.61131420118538060.35625889231212840.5794565730966417_0_0_0_0_2262_258,7
0.6147411343412880.64968051526833370.8429456367626155_0_0_0_0_657_538,0
0.61840675694201040.81051712576323560.1474969432456913_6_1_1_1_479_575,7
0.6200825138234540.22565341682292440.6062421084743654_1_1_1_1_352_1088,1
0.62029538102593810.32485043243537260.7396558448314706_3_3_3_3_427_1048,3
0.6207898537284890.217116935573133270.4079186087790805_8_6_6_6_727_744,6
0.62335997029007210.437617608701851850.40255920532940315_0_0_0_0_1922_1318,1
0.62539625370516270.31550972122862740.7547914149933163_0_0_0_0_1177_338,4
0.62539625370516270.31550972122862740.7547914149933163_4_4_4_4_1157_838,4
0.62539625370516270.31550972122862740.7547914149933163_4_4_4_4_1421_608,4
0.62539625370516270.31550972122862740.7547914149933163_4_4_4_4_2122_448,4
0.62539625370516270.31550972122862740.7547914149933163_4_4_4_4_472_1253,4
0.62605074853011310.330587410273752050.12915415439139044_0_0_0_0_451_1023,0
0.62708646247542280.27328642229029020.2282016266689315_0_0_0_0_831_343,0
0.62759556490831490.053562672660054990.06238276051641478_0_0_0_0_1392_8,0
0.62839976965153310.69192109447217990.5665723835218017_4_4_4_4_1425_670,7
0.62891582354836140.567903684712060.5050741524756087_2_2_2_2_716_746,2
0.62957644953888690.4709838905622270.343794494725004_0_0_0_0_1342_93,0
0.62959327540824830.064861203841840580.5070058727376369_7_2_2_2_66_673,5
0.63079587370999890.0341942127357079960.38718400476828096_0_0_0_0_720_918,0
0.63079587370999890.0341942127357079960.38718400476828096_0_1_1_1_14_23,5
0.63206305213326240.458245423885367150.24868279212970035_1_1_1_1_1235_1001,1
0.63407861364507510.194435034775624850.8253421606191313_0_0_0_0_37_458,0
0.63415384298936830.5278177199393090.22747590374599846_4_4_7_7_1067_488,7
0.63539569806677050.70009446399601970.6964644149496606_3_3_3_3_581_548,3
0.63655823880799480.394675027679659230.3936396787749533_2_2_2_2_925_866,2
0.63728179804456390.0099881314033719580.057666037860051755_5_5_5_5_1414_490,5
0.63801455244115310.333075678771278970.7186479370194021_6_6_6_6_1242_448,6
0.64166129926454930.5415007506150590.030506807944205683_1_1_1_1_1462_163,1
0.64207718557352580.0358251911118007140.03476974141147615_7_7_7_7_992_508,7
0.64313043255513450.479667206003431160.6052486514111631_2_2_2_2_1985_594,2
0.64364961577300510.46399630934971880.5035369952083756_4_4_4_4_542_193,4
0.64442410216111090.271436247298040170.5573216305519199_1_1_1_1_2459_66,1
0.64483889159028430.0191317102303956150.9353442933186118_5_5_5_5_1282_483,5
0.64525670447884420.51971057265927570.9093867952915566_0_0_0_0_564_166,0
0.64626154777261110.87166835434210830.5683666906301348_6_6_6_6_602_773,6
0.64742518722397160.111279036833542790.03279269759574044_7_7_7_7_255_640,7
0.64758385495750280.70236014634201260.42944763830757715_4_4_4_4_1197_718,4
0.64766329286602730.2384259448241920.9967793049579111_7_7_7_7_1182_828,7
0.64782469196261220.97666719754046190.47895343464143625_0_0_0_0_772_1383,0
0.6483026188543410.6315491649847570.2090806799978716_5_5_5_5_1371_453,5
0.64838217201847960.110889937633611990.1887023572036035_0_0_0_0_467_28,6
0.64853592890521050.64065822305120210.07914213557255734_7_7_7_2_1526_464,7
0.64892942755264420.79416127382815890.35030965876479203_0_0_0_0_873_411,0
0.64901616306559260.141870744679408860.40235818462792705_6_1_2_2_1592_378,6
0.6509509680658530.62799319250154180.8694948048323872_6_6_6_6_1217_653,6
0.65236466665291410.9068882284036550.7705090005736639_0_0_0_2_307_568,6
0.65309393703408960.96760137797399510.9418592558189314_5_5_5_5_572_25,2
0.65327452939339850.54179308961383640.387757330267937_8_5_5_5_991_448,5
0.65404943671548670.18361289392007840.5913843235825991_8_8_0_0_667_698,0
0.6540842607850920.031977229159764640.5553675112510094_1_1_1_1_1724_685,1
0.65423663956123790.9231643165428830.2819617403466529_4_4_4_4_1377_543,4
0.65729955185404820.81025585518238010.3717372310122704_0_0_0_0_916_1053,0
0.65796323461013220.71981232497173740.9812499439637178_6_6_6_6_392_572,6
0.65828844872504650.77270794598312880.03887673744245945_6_6_6_6_865_879,6
0.65879692136550320.64412189932447010.32888929963045277_0_0_0_0_337_653,2
0.6621863830950850.6281065369237820.9163226250944004_8_0_0_0_1217_498,2
0.66239660129727210.059073977130211120.04888490054235317_0_0_0_0_687_268,1
0.66333399793140040.11542115634057870.31677930565835877_0_0_0_0_562_173,0
0.66348954017743340.31817456377114860.5236261779539475_0_0_0_0_1138_805,0
0.66505425312874290.75134820462803130.5742809652532912_3_3_3_3_367_888,3
0.66611448946350480.69489790123674420.9569943470482749_5_5_5_5_1187_838,5
0.66658025031253410.39021707554464080.6673485780267583_4_4_4_4_1562_818,4
0.66658025031253410.39021707554464080.6673485780267583_5_5_5_5_1407_283,5
0.66701116720898160.065602407016334130.9353844333822804_2_2_2_2_1022_313,2
0.66721936894951210.96795181039969180.5826813035238038_5_5_5_5_892_403,5
0.66761212379939220.81604278925582490.22993896554371196_0_0_0_0_387_743,0
0.6686926063034020.235272026546168970.6169697282980431_4_4_3_4_877_398,7
0.67052617113309250.122448613952089170.21524667188317925_0_5_5_5_1167_863,0
0.67097260293569320.54335880605268050.6888754566535953_1_2_1_1_503_864,1
0.67243015165840510.67699382712523150.895690682415497_2_2_2_2_787_543,2
0.67258484592868750.078117281550558080.20712859287348584_7_7_7_7_1226_546,7
0.67258484592868750.078117281550558080.20712859287348584_7_7_7_7_514_799,7
0.67276934034776430.192812338614215320.6722402932224044_1_1_1_1_1032_723,1
0.67284320214949740.129708194229294360.3431426921408426_0_0_0_0_302_583,0
0.67309995785230.499926257006429340.10770362879401485_3_3_3_3_1012_603,3
0.67393905021842740.66103506544079240.9971873954679895_7_7_7_7_1617_763,7
0.67467319564532310.80769799244528630.050526460260134076_1_1_1_1_1642_707,1
0.67467319564532310.80769799244528630.050526460260134076_1_1_1_1_248_114,1
0.67467319564532310.80769799244528630.050526460260134076_1_1_1_1_314_1168,1
0.67467319564532310.80769799244528630.050526460260134076_1_1_1_1_467_775,1
0.67541841063296730.87838516217710650.9176750371252502_0_0_0_0_582_413,0
0.67829849338947910.50493202465431450.7222162255574199_0_0_0_0_422_328,5
0.67968077866121480.6548486758496520.26306675245038547_4_4_4_4_802_303,4
0.67968077866121480.6548486758496520.26306675245038547_6_4_4_8_1397_933,4
0.67989330460489470.89776338626425820.3554349357961808_6_6_6_6_994_253,6
0.68067379987673590.8557184341081670.28861792371319495_6_0_6_6_702_448,5
0.68181491883480620.403363311063981930.6612134829363056_0_0_0_0_395_224,0
0.6821114339807990.70551775458731310.4731732406964043_0_0_0_0_1998_805,0
0.68237921011517430.33074554149426870.15586931725293118_6_6_6_6_672_278,6
0.68431638320637040.140480814681376630.4611499280180038_0_0_0_0_1072_1128,0
0.68431638320637040.140480814681376630.4611499280180038_0_0_0_0_1662_78,0
0.68431638320637040.140480814681376630.4611499280180038_0_0_0_0_912_1483,0
0.68431638320637040.140480814681376630.4611499280180038_6_7_6_7_1937_853,6
0.68470658877394330.414818624527470870.5165080816875768_0_4_0_4_301_623,0
0.68550122913093440.29387974637552250.05691560918933902_2_2_2_2_1072_703,2
0.68779172663772030.68511930502374150.39323218719272157_5_5_5_5_1587_368,5
0.68984428132989770.87824581259497570.5901828052101629_1_1_1_1_1257_93,1
0.68984428132989770.87824581259497570.5901828052101629_1_1_1_1_126_608,1
0.69035623895456080.112598190496210560.9198728645653188_2_2_2_2_948_681,2
0.6927220826503490.21016009186728390.48681782145124664_7_7_7_7_1107_278,7
0.69283372767101430.058623533870650.3632635764189004_7_7_7_7_742_373,7
0.69433523441218570.63061435510495310.010240178984255555_0_0_0_0_317_393,2
0.69536808633691650.093721037162404650.7556673461323073_1_1_1_1_928_1181,1
0.69623016180655250.50041162618330340.6711050788557887_1_1_1_8_757_964,1
0.69654537829728610.61366602098358740.6690585620868212_7_7_7_7_1242_853,7
0.69679468700389770.329725910693698170.6988019933773086_5_5_5_5_1009_716,5
0.69679468700389770.329725910693698170.6988019933773086_5_5_5_5_957_31,5
0.69742528724683070.85686751853705720.11754735388435256_0_0_0_0_42_738,0
0.6975179669808130.21760318183194770.8967254349797105_0_0_0_0_101_18,0
0.6975179669808130.21760318183194770.8967254349797105_0_0_0_0_366_28,0
0.6975179669808130.21760318183194770.8967254349797105_0_0_0_0_432_1303,0
0.69802085553219030.88790554716123330.12627662719139643_0_0_0_0_2034_72,0
0.69941388301232780.86160537663780550.9186582305922102_0_0_0_0_1350_533,8
0.69941388301232780.86160537663780550.9186582305922102_0_0_0_0_1707_955,4
0.69941388301232780.86160537663780550.9186582305922102_0_0_0_0_990_1751,0
0.70039391208626390.508349557912140.5206377968280954_7_7_7_7_1262_898,7
0.70039391208626390.508349557912140.5206377968280954_7_7_7_7_1432_1208,7
0.70055672379484860.093787789724913640.1853436893708652_3_3_3_3_217_823,3
0.70152337381052750.65219894888344780.7496765861290509_3_3_5_8_1292_513,3
0.70458015123887750.48177866208275310.7312500161293848_5_5_4_5_332_818,5
0.7048978816731850.57413581528669060.9575878053085735_2_2_2_2_212_408,2
0.70679129542570920.14178697212835190.9195260235316269_5_5_5_5_586_378,0
0.70721922668484950.90834099898154020.8757014637919273_5_5_5_5_1172_948,5
0.70828812826169940.267735241134369750.7630786818071725_5_4_6_2_181_918,5
0.70828812826169940.267735241134369750.7630786818071725_5_5_5_5_1177_783,5
0.70828812826169940.267735241134369750.7630786818071725_7_3_3_4_18_1414,5
0.70895845147289130.245107855021601930.18259996258477273_6_6_6_6_738_1088,6
0.70927612413256780.79520191343134150.9756359662492049_0_0_0_0_1457_218,3
0.71108246971532360.76610036236537950.5104042925268878_1_1_1_1_581_433,1
0.7122270728719530.11093588231089280.06511354762865673_1_1_1_1_1364_714,1
0.71306848114775290.178742929171335270.9383324009361019_0_0_0_0_307_213,5
0.71355338362466910.0556400271359457350.3675276193368707_4_4_4_4_492_283,4
0.71394714263038380.0060689431518553550.5905400278361325_1_1_1_1_10_631,1
0.71412960821604440.64342541786029950.8880560666580845_5_5_5_5_437_368,5
0.71522060044140510.31761498788279050.6488063123404209_8_0_0_8_542_1233,0
0.716229429414550.81864706249124860.9685776632507178_0_7_0_0_43_218,0
0.71623835767504780.258649229674975830.6093457067586235_1_6_6_6_1665_1,6
0.71623835767504780.258649229674975830.6093457067586235_6_6_6_6_1529_914,6
0.71623835767504780.258649229674975830.6093457067586235_6_6_6_6_518_855,6
0.71666394452756050.78111547129418890.937345275356018_5_5_5_5_150_64,5
0.71758075652270760.35581898505694090.9243258266703116_0_0_0_0_2185_170,0
0.7179475727527590.51397914497533330.7251749019685667_0_0_0_0_1710_1012,0
0.7179475727527590.51397914497533330.7251749019685667_0_0_0_0_877_435,7
0.71928631830362140.312249051023584470.09858725753417708_5_5_5_5_441_193,5
0.71965380573540320.86048086247368980.495470718745995_0_0_8_0_1629_840,4
0.71965380573540320.86048086247368980.495470718745995_1_1_1_1_1666_457,1
0.71988505431169170.0135800354310591230.14158528443823493_3_3_3_3_2127_943,3
0.72016259369999460.55019877185713440.016820407447278862_0_0_0_0_1572_658,0
0.72024382172027090.95284685280973490.2926191973730866_0_0_0_5_2007_643,0
0.72386832613754140.109456796091410010.12697264287540178_1_1_1_1_822_413,1
0.72471658787639460.65560466599880720.7380021488384333_6_7_6_7_826_338,6
0.72491436990879770.37682635313883250.925792413135538_3_3_3_3_1821_1158,3
0.7253869206559770.311280165658320060.1540578228991759_0_0_0_0_1512_398,0
0.72660336671030120.245687621259930040.12793937372832342_1_1_1_1_746_272,1
0.72685271212269780.62665121015424220.8254513284456478_0_0_0_0_261_440,0
0.72808818777426280.52765387005837050.7412293415890024_0_0_0_0_1331_357,0
0.72829115934607760.7098275186677530.19138456759173417_8_2_2_8_802_408,2
0.72829151320703840.29416518740402010.12448460187598676_4_4_4_4_12_313,4
0.72903632875726550.63382204210302630.08961058327942129_5_5_5_5_717_193,5
0.72995104114625440.76948977667437430.9670330693117217_0_0_0_0_1962_613,0
0.72995104114625440.76948977667437430.9670330693117217_5_5_5_5_2142_273,5
0.73056986349619260.72325076210210060.07719147427711637_0_0_0_0_557_548,5
0.73151535911997050.17037008326568380.6026541326666142_7_7_7_7_825_548,7
0.73245358758560830.71647199747380870.2764046127644417_3_3_3_3_1672_563,3
0.73287666807238480.499177742782689450.03197313123263634_2_2_2_2_859_951,2
0.73334826178667290.137668365151602860.5345577106789122_1_1_1_1_163_455,1
0.73334826178667290.137668365151602860.5345577106789122_3_0_0_3_1570_1096,0
0.73382397428433550.74171139532127280.7244198794959048_0_0_2_4_942_898,0
0.73543003334582650.96784084772189220.4918388195975332_4_4_4_4_1967_18,4
0.73569156764103780.55610004922834780.16147068545746435_4_0_4_0_682_193,5
0.73610241601358870.64989955805264520.3727015292483613_2_2_2_2_1262_558,2
0.73662973485218710.352932225562520.00347632447979096_0_0_0_0_582_203,6
0.73741087824278580.84686511755119510.3365548207154305_1_1_1_1_120_818,1
0.73746608375193650.228030374834388150.8514538500228681_0_0_0_0_1211_375,0
0.73824871186128050.8926928349499590.23725822723340284_3_3_3_3_1447_323,3
0.73830252076210350.29035006875118320.6916856459472277_3_3_3_3_456_523,3
0.73838596478651120.4590903049712570.22885122641868882_0_0_0_0_792_883,1
0.73880254501105010.069775082337918960.46928529831303056_4_4_4_4_548_322,4
0.7394055411864380.490405230987228550.6401213330165828_0_0_0_0_1262_673,0
0.74104731459256010.68763272562712150.7206737263043841_0_0_0_0_102_198,2
0.74154769947641450.40974968012241210.24020228749479255_0_0_0_0_1833_392,4
0.74447373139893780.094572691383093650.518938701507638_2_2_2_2_672_143,2
0.74469495922703450.108993808377511820.6877854396220587_6_6_6_6_938_407,6
0.74693823858366170.93839047024475650.4019287616065399_0_0_0_0_1322_418,0
0.7482457576487960.98716365961627530.4978536471952415_0_0_0_0_517_653,0
0.74853189669662480.49370990045529730.9017541037429097_0_0_1_7_1982_998,2
0.75072705862247010.93798556679179490.29978287431085837_1_1_1_1_1187_438,2
0.75201926956733980.056310119691042380.2652127765192812_2_2_2_2_455_609,2
0.75245105379294060.96757918225810420.1064130386365898_3_3_3_3_1087_398,3
0.75325210231022170.84185778426982920.9366656387844977_1_1_1_1_2007_362,1
0.75409450871746660.82364618958621830.8823460500365551_0_0_0_0_526_640,0
0.75466489155344440.221924639959641730.6078687205980886_5_5_5_5_857_708,5
0.75520057552100630.64515262803755740.9319354352740706_5_6_6_6_1177_807,6
0.75599040669159020.9393271599826510.06191818234254365_1_3_1_3_1332_670,1
0.75690203049343510.60429774368909220.5183628553625226_0_0_0_0_1697_93,0
0.76012206354178450.136282396404194150.8896229854564093_6_6_6_6_1752_613,6
0.76037220914867250.79249613771589410.10786653257102219_0_2_0_0_991_327,7
0.76144419650413090.035303981378907890.2886609379524441_2_2_2_2_1779_303,2
0.76325615606014530.90065221257704130.2606263553140763_7_8_7_8_422_643,0
0.76410790735756030.66714036300899880.6716732367342921_5_5_5_5_512_498,5
0.76514417474352780.31386122350575850.9997931850731853_0_0_0_0_70_1,0
0.76514417474352780.31386122350575850.9997931850731853_7_7_7_7_39_1294,7
0.76532977731863870.45486280196926120.9108267162782546_0_0_0_0_1120_1093,7
0.76533356465399540.385699442527504540.6614811943033322_0_0_0_2_1307_58,2
0.76551151061079930.081802485046054360.47162757690851786_5_5_5_5_727_323,5
0.76575345042042480.31214374577338010.8176060337265442_0_0_0_0_1127_798,4
0.76853360466459510.87502751067016960.5531164777108749_0_5_5_2_859_818,2
0.76910911812669190.32589206128887960.76555274858259_4_4_4_4_502_868,4
0.76963969530887020.053743397662390560.6318594691105949_5_5_5_5_794_499,5
0.76976045889801270.29814777888591390.9473481087895618_5_5_5_5_522_18,5
0.76978446789817690.81941077582474140.9057164287936901_8_2_8_2_422_753,2
0.77089060062110870.52526966589555270.7844881823481767_6_0_6_6_622_1168,4
0.772207733285120.477467828764325250.8735936044027763_2_2_2_2_1690_801,2
0.77255618222900340.034430017735025630.8625841227348513_0_0_0_0_1140_849,0
0.77255618222900340.034430017735025630.8625841227348513_0_0_0_0_1683_709,0
0.77267713743709650.27451023513399820.6847103548400298_3_3_3_3_1282_333,3
0.77346312994104040.464698874033114940.4018950505117519_5_7_7_5_1722_898,2
0.77377285422927470.88974310685814740.9963904337312199_0_0_0_0_1018_655,4
0.77445573239565930.11958633991860090.41507899266993176_6_4_6_6_1116_581,6
0.77589813861635630.125271074186480980.8868120039940133_1_1_1_1_1448_1292,1
0.77619775752470210.9094894541835540.6409477632519964_2_2_2_2_917_543,2
0.7780070137277930.88938460768955680.7007843929851976_7_7_7_7_1952_538,7
0.77851365700556350.385216694741747130.2548138855987847_1_4_1_1_835_370,1
0.77891223736449740.181494697360175430.8430546541604085_6_6_6_6_153_712,6
0.77891223736449740.181494697360175430.8430546541604085_6_6_6_6_1821_405,6
0.77891223736449740.181494697360175430.8430546541604085_6_6_6_6_2096_205,6
0.77891223736449740.181494697360175430.8430546541604085_6_6_6_6_2311_1016,6
0.77891223736449740.181494697360175430.8430546541604085_6_6_6_6_957_651,0
0.77912208791560230.072019128041330820.14327603395339805_0_0_0_0_1072_463,4
0.77942104710147750.185323020727432560.1487575127158075_3_3_3_3_1137_403,3
0.78101509419777350.458431036478723850.207191827347871_3_3_3_3_1827_933,1
0.78117125679891920.79218884826953030.1574484993248758_0_0_0_0_2057_255,0
0.78117125679891920.79218884826953030.1574484993248758_0_0_0_0_276_712,0
0.78122926470508450.0200100097668706180.931817686629451_5_5_5_5_1251_193,5
0.78220616026023420.4501859752197750.9914692809631624_7_7_7_7_2137_858,0
0.78279068013323820.0133698036524962930.6581914263026133_1_1_1_1_2305_540,1
0.7829904564512010.063495572792620750.3192619788223934_4_1_3_4_414_649,1
0.78326408007238820.285706742888796940.3123259550307331_0_0_0_0_2031_558,5
0.78516440386110550.231029601811943650.5493702313907282_6_6_6_6_1037_568,6
0.78534524933257650.93751764976456440.5854526683723645_4_4_4_4_692_513,4
0.78548342453101530.5793990101704430.8303137653728199_1_1_1_1_1487_753,1
0.78616272638120070.88494137197418770.20365329503870644_2_2_2_2_371_498,2
0.78647194469447680.37883654270478450.1784298050785058_7_7_7_7_537_343,7
0.78685271667075150.73595630779801160.9556357084433504_7_7_7_7_67_593,7
0.78902408636131080.183213096706044580.6974580204433057_0_0_0_0_652_483,0
0.79135198962204660.33825678734424890.11554128836988342_7_2_7_7_1077_428,2
0.79192988619268430.92074626518726340.05704822164731305_4_3_3_3_487_518,4
0.79345732294453410.154121801920624860.6885468567975791_5_5_5_5_1229_55,5
0.79345732294453410.154121801920624860.6885468567975791_5_5_5_5_1783_1155,5
